IDчека,Дата и время,ИНН,IDПользователя,Товар,Бренд,Теги,Цена,Кол-во,Сумма,Кэшбэк 
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,naturella ultra прокладки normal 40ш,naturella,прокладки; личная гигиена; красота и здоровье; прокладки; личная гигиена; красота и здоровье,215.0,1.0,215.0,22.0
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,o b procomfort тампоны super 16шт(дж,o.b.,личная гигиена; красота и здоровье; тампоны; личная гигиена; красота и здоровье; тампоны,129.0,1.0,129.0,
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,pantene pro-v бальз с мицелляр вод о,pantene,бальзам для волос; красота и здоровье; гигиена волос; бальзам для волос; красота и здоровье; гигиена волос,239.2,1.0,239.2,
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,"pepsi напиток газированный 0,33 ж/б(",pepsi,; ,45.0,1.0,45.0,
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,synergetic универсальный пятновыводи,,; ,167.2,1.0,167.2,
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,venus кассеты жен 4шт (проктер):4/20,venus,красота и здоровье; 4; кассеты для бритья; личная гигиена; красота и здоровье; 4; кассеты для бритья; личная гигиена,659.0,1.0,659.0,
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,zinger ножницы д/кутикулы 351902 (пл,,; ,279.2,1.0,279.2,
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,"аистенок стир порошок детский 2,4кг(",,; ,239.2,2.0,478.4,
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,кря кря гель д/куп дет д/самых мален,,; ,119.2,1.0,119.2,
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,мое солнышко жидкое мыло c авок с 6м,мое солнышко,жидкое мыло; средства для купания ребенка; уход за ребенком; жидкое мыло; средства для купания ребенка; уход за ребенком,52.0,1.0,52.0,
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,пакет магнит косметик больш(пластикт,магнит косметик,упаковка; прочее; пакеты; упаковка; прочее; пакеты,4.72,1.0,4.72,
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,"перчатки жен оз19/20 zyma124 р18,19,",,; ,199.2,1.0,199.2,
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,перчатки жен иск. кожа оз17/18/19 p2,,; ,279.0,1.0,279.0,
027c9855454c6ddc11c9a016d2912cec,11.12.2019 20:01,2310031475,fe6e27e93232d76a7744550d7a1f5702,"chappi корм для животных сух говядина 2,5кг:3",,,249.0,1.0,249.0,
027c9855454c6ddc11c9a016d2912cec,11.12.2019 20:01,2310031475,fe6e27e93232d76a7744550d7a1f5702,gillette fusion proglide гель д/бритьяосвеж200мл,gillette,средство для бритья; гель для бритья; личная гигиена; красота и здоровье,239.0,1.0,239.0,23.9
027c9855454c6ddc11c9a016d2912cec,11.12.2019 20:01,2310031475,fe6e27e93232d76a7744550d7a1f5702,megamag home батарейка алкалиновая аа 4шт(си):12,,электроника; батарейки; прочее,109.0,1.0,109.0,
027c9855454c6ddc11c9a016d2912cec,11.12.2019 20:01,2310031475,fe6e27e93232d76a7744550d7a1f5702,megamag home батарейка алкалиновая крона 9в 1шт(,,,129.0,1.0,129.0,
027c9855454c6ddc11c9a016d2912cec,11.12.2019 20:01,2310031475,fe6e27e93232d76a7744550d7a1f5702,"orbit xxl сладкая мята жеврезинка 20,4(ригли):20",orbit,жевательная резинка; хлеб и сладости; продукты,35.0,1.0,35.0,
027c9855454c6ddc11c9a016d2912cec,11.12.2019 20:01,2310031475,fe6e27e93232d76a7744550d7a1f5702,svoboda крем после бритья с вит f 80г (свобода):,,средство для бритья; личная гигиена; красота и здоровье; бальзам после бритья,69.0,1.0,69.0,
027c9855454c6ddc11c9a016d2912cec,11.12.2019 20:01,2310031475,fe6e27e93232d76a7744550d7a1f5702,zollider force 3 max однораз стан 3лезв 4+1шт(ве,,одноразовые; бритвенный станок; личная гигиена; красота и здоровье,170.0,1.0,170.0,
027ce5ef08895c7a2dc6573ea95be0ef,31.01.2020 19:00,"6,45003E+11",355aa5f0bf198ab55ecbc116d408e901,comfort flex тампоны 1b.ru супер 16 шт.,,личная гигиена; красота и здоровье; тампоны,89.9,1.0,89.9,
027ce5ef08895c7a2dc6573ea95be0ef,31.01.2020 19:00,"6,45003E+11",355aa5f0bf198ab55ecbc116d408e901,олвейз классик 8шт макси гиг.прокл.,always,личная гигиена; красота и здоровье; прокладки,68.8,2.0,137.6,13.76
027d59d794a0f00327d6ae03b86663fd,16.01.2020 15:42,7825706086,973763dd18bc0823054e2f8ad7cb687f,3191524 garn.дез.miner.акт.кон.спр150мл,,дезодорант/антиперсперант; красота и здоровье; личная гигиена,119.99,1.0,119.99,
027d59d794a0f00327d6ae03b86663fd,16.01.2020 15:42,7825706086,973763dd18bc0823054e2f8ad7cb687f,3327812 minimi колгот.m.vittor20 ner.р3,,,149.99,1.0,149.99,
027d59d794a0f00327d6ae03b86663fd,16.01.2020 15:42,7825706086,973763dd18bc0823054e2f8ad7cb687f,41930 gil.бритва sim.ven.д/бр.жен.2шт,venus,simple; красота и здоровье; личная гигиена; кассеты для бритья; бритвенный станок,99.99,1.0,99.99,10.0
027d6bb2493fe38b57709667bff973b4,17.12.2019 21:39,2310031475,d28ed0bde503409d276fd1cf0eb41714,bon-aqua viva пит вод лимон спорт0,,,34.9,1.0,34.9,
027d6bb2493fe38b57709667bff973b4,17.12.2019 21:39,2310031475,d28ed0bde503409d276fd1cf0eb41714,garage пивной нап со вкусом лимон,,,69.9,1.0,69.9,
027d6bb2493fe38b57709667bff973b4,17.12.2019 21:39,2310031475,d28ed0bde503409d276fd1cf0eb41714,head&shoulders шам2в1ментол осв/эн,head&shoulders,гигиена волос; шампунь для волос; красота и здоровье,319.9,1.0,319.9,31.99
027d6bb2493fe38b57709667bff973b4,17.12.2019 21:39,2310031475,d28ed0bde503409d276fd1cf0eb41714,tic tac драже микс мята/апельсин 1,tictac,кондитерские изделия; конфеты; хлеб и сладости; продукты,44.9,1.0,44.9,
027d6bb2493fe38b57709667bff973b4,17.12.2019 21:39,2310031475,d28ed0bde503409d276fd1cf0eb41714,вкуснотеево йогурт черн/насыщ семе,,,27.9,1.0,27.9,
027d6bb2493fe38b57709667bff973b4,17.12.2019 21:39,2310031475,d28ed0bde503409d276fd1cf0eb41714,"государь котлеты говяжьи с чесн 0,",,,139.9,1.0,139.9,
027d6bb2493fe38b57709667bff973b4,17.12.2019 21:39,2310031475,d28ed0bde503409d276fd1cf0eb41714,лисма чай крепкий 100пак 200г :6,,,89.9,1.0,89.9,
027d6bb2493fe38b57709667bff973b4,17.12.2019 21:39,2310031475,d28ed0bde503409d276fd1cf0eb41714,папа может карбонад столичный к/в,,,209.0,1.0,209.0,
027d6bb2493fe38b57709667bff973b4,17.12.2019 21:39,2310031475,d28ed0bde503409d276fd1cf0eb41714,слобода йогурт вязкий паст десертн,,,31.9,1.0,31.9,
027d6bb2493fe38b57709667bff973b4,17.12.2019 21:39,2310031475,d28ed0bde503409d276fd1cf0eb41714,сыр российский 50%(в)(калачеевский,,,499.0,0.368,183.63,
027d6bb2493fe38b57709667bff973b4,17.12.2019 21:39,2310031475,d28ed0bde503409d276fd1cf0eb41714,фрутмотив напиток негаз ягодный ми,,,69.9,1.0,69.9,
027d6bb2493fe38b57709667bff973b4,17.12.2019 21:39,2310031475,d28ed0bde503409d276fd1cf0eb41714,чудесный край печенье с виш/малин,,продукты; печенье; кондитерские изделия; хлеб и сладости,34.4,1.0,34.4,
027dda0105a53a5ec3c6afd28832dd71,14.12.2019 14:04,2310031475,9583b90c29e4339b112f13e6ea9595d4,alpica осв/возд смен бал сочн лайм 2,,ароматизаторы; хозяйственные товары; освежитель воздуха,104.0,1.0,104.0,
027dda0105a53a5ec3c6afd28832dd71,14.12.2019 14:04,2310031475,9583b90c29e4339b112f13e6ea9595d4,comet чистящее средство 475г(fater):,comet,,48.0,1.0,48.0,
027dda0105a53a5ec3c6afd28832dd71,14.12.2019 14:04,2310031475,9583b90c29e4339b112f13e6ea9595d4,discreet deo ежедн прокладки waterli,discreet,прокладки; личная гигиена; красота и здоровье,193.0,1.0,193.0,21.3
027dda0105a53a5ec3c6afd28832dd71,14.12.2019 14:04,2310031475,9583b90c29e4339b112f13e6ea9595d4,fairy средство д/мытья посуды pure&c,fairy,pure&clean; средства для мытья посуды; средства для мытья кухни; хозяйственные товары,72.0,1.0,72.0,7.2
027e429bd615bcdd4997e7edc12be996,11.11.2019 14:14,2310031475,d01db7540a5d68ee190c52288ef68a32,green planet крем д/рук авокадо 90мл(2д-фарма):1,,уход за руками; красота и здоровье; крем для рук,49.5,1.0,49.5,
027e429bd615bcdd4997e7edc12be996,11.11.2019 14:14,2310031475,d01db7540a5d68ee190c52288ef68a32,naturella classic прокладки normal 10/9шт(прокте,naturella,личная гигиена; прокладки; красота и здоровье,69.0,1.0,69.0,6.9
027e429bd615bcdd4997e7edc12be996,11.11.2019 14:14,2310031475,d01db7540a5d68ee190c52288ef68a32,банное мыло для всей семьи 200г (нмжк):36,,мыло; личная гигиена; твердое мыло; красота и здоровье,33.0,1.0,33.0,
027e429bd615bcdd4997e7edc12be996,11.11.2019 14:14,2310031475,d01db7540a5d68ee190c52288ef68a32,детский крем 46мл (аванта) :40,,уход за кожей; крем; уход за ребенком,35.0,1.0,35.0,
027e58873e212cc29e3f89545a8f5962,23.11.2019 8:59,2310031475,22da319cf496178c6ea5bc26912f5dd9,elseve шампунь полн. восстановление 400мл(лореаль):6,elseve,шампунь для волос; гигиена волос; красота и здоровье,154.9,1.0,154.9,
027e58873e212cc29e3f89545a8f5962,23.11.2019 8:59,2310031475,22da319cf496178c6ea5bc26912f5dd9,fairy неж рук сред/мыт пос чай дер/мята 900мл(проктер):12,fairy,средства для мытья кухни; нежруч; хозяйственные товары; средство для мытья посуды; средства для мытья посуды,99.9,1.0,99.9,0.0
027e58873e212cc29e3f89545a8f5962,23.11.2019 8:59,2310031475,22da319cf496178c6ea5bc26912f5dd9,картофель 1кг,,картофель; продукты; овощи/фрукты/ягоды; овощи,14.9,4.694,69.94,
027e58873e212cc29e3f89545a8f5962,23.11.2019 8:59,2310031475,22da319cf496178c6ea5bc26912f5dd9,карта лояльности магнит,магнит,прочее; лояльность,0.0,1.0,0.0,
027e58873e212cc29e3f89545a8f5962,23.11.2019 8:59,2310031475,22da319cf496178c6ea5bc26912f5dd9,крупа ячневая фас 800г :6,,крупа и бобовые; продукты; бакалея; ячневая,26.9,1.0,26.9,
027e58873e212cc29e3f89545a8f5962,23.11.2019 8:59,2310031475,22da319cf496178c6ea5bc26912f5dd9,лимоны 1кг,,,89.9,0.156,14.02,
027e58873e212cc29e3f89545a8f5962,23.11.2019 8:59,2310031475,22da319cf496178c6ea5bc26912f5dd9,лук репчатый 1кг,,,12.8,1.948,24.93,
027e58873e212cc29e3f89545a8f5962,23.11.2019 8:59,2310031475,22da319cf496178c6ea5bc26912f5dd9,пакет-майка магнит,,,4.9,1.0,4.9,
027e58873e212cc29e3f89545a8f5962,23.11.2019 8:59,2310031475,22da319cf496178c6ea5bc26912f5dd9,сардина натуральная в масле 250г ж/б:48,,,44.9,1.0,44.9,
027e58873e212cc29e3f89545a8f5962,23.11.2019 8:59,2310031475,22da319cf496178c6ea5bc26912f5dd9,сахар белый кристаллический фас 1кг,,бакалея; сахар; продукты,23.9,2.0,47.8,
027e58873e212cc29e3f89545a8f5962,23.11.2019 8:59,2310031475,22da319cf496178c6ea5bc26912f5dd9,скребок bsr-44 прорезиненная ручка (си):5/100,,,64.0,1.0,64.0,
027e58873e212cc29e3f89545a8f5962,23.11.2019 8:59,2310031475,22da319cf496178c6ea5bc26912f5dd9,шампиньоны резаные быстрозамор (в):10,,консервы; шампиньоны; продукты; грибные,139.9,0.846,118.36,
027e58873e212cc29e3f89545a8f5962,23.11.2019 8:59,2310031475,22da319cf496178c6ea5bc26912f5dd9,яйцо столовое со 10шт бокс:20,,яйцо; молоко/сыр/яйца; продукты; куриное,49.9,1.0,49.9,
027ea94a12d12a6596f14ada3d54ae7c,27.11.2019 12:31,2310031475,92cd2b184d97624168b305782001b5dd,gillette mach3 кассеты 8шт (проктер),gillette,8; личная гигиена; кассеты для бритья; красота и здоровье; mach3,1299.0,1.0,1299.0,129.9
027f9737b441ae410f61579fd381e822,30.12.2019 20:17,2310031475,be6ee6b935f78e24605331bdb5026104,colgate тройной действие з/щетка средн жест1+1(колгейт):6/48,colgate,красота и здоровье; зубная щетка; уход за полостью рта,75.9,1.0,75.9,
027f9737b441ae410f61579fd381e822,30.12.2019 20:17,2310031475,be6ee6b935f78e24605331bdb5026104,del monte ананасы кусочки в сок 560г ж/б с кл(дель монте):12,,,99.9,1.0,99.9,
027f9737b441ae410f61579fd381e822,30.12.2019 20:17,2310031475,be6ee6b935f78e24605331bdb5026104,globus кукуруза слад в зернах 425мл ж/б(бондюэль-кубань):12,bonduelle,консервы,46.9,1.0,46.9,
027f9737b441ae410f61579fd381e822,30.12.2019 20:17,2310031475,be6ee6b935f78e24605331bdb5026104,loreal возраст эксперт крем ночной 55+ 50мл(лореаль):6,,,309.9,1.0,309.9,
027f9737b441ae410f61579fd381e822,30.12.2019 20:17,2310031475,be6ee6b935f78e24605331bdb5026104,mexx black man т/вода муж 30мл(проктер):18,,,579.8,1.0,579.8,
027f9737b441ae410f61579fd381e822,30.12.2019 20:17,2310031475,be6ee6b935f78e24605331bdb5026104,nescafe gold кофе сублим с молотым кофе 75г д/п(нестле):12,,завариваемые напитки; продукты; молотый в растворимом; кофе,129.0,1.0,129.0,
027f9737b441ae410f61579fd381e822,30.12.2019 20:17,2310031475,be6ee6b935f78e24605331bdb5026104,pantene бальзам питат коктейль 3 minute 200мл(s.c.d s.a):6,pantene,,269.9,1.0,269.9,26.99
027f9737b441ae410f61579fd381e822,30.12.2019 20:17,2310031475,be6ee6b935f78e24605331bdb5026104,"арарат коньяк армянский 5 зв 40% к/уп 0,7л(ерев кон зав.) :6",,,999.0,1.0,999.0,
